user_id,product_id,interaction_type,interaction_value
10,42,add_to_cart,0.5
11,491,view,0.1
11,251,add_to_cart,0.5
11,281,add_to_cart,0.5
11,399,purchase,1.0
11,149,view,0.1
11,40,purchase,1.0
11,407,view,0.1
11,108,purchase,1.0
11,114,view,0.1
11,418,add_to_cart,0.5
11,400,purchase,1.0
11,31,view,0.1
11,322,view,0.1
11,230,add_to_cart,0.5
11,213,add_to_cart,0.5
11,263,purchase,1.0
11,429,add_to_cart,0.5
11,416,purchase,1.0
11,337,add_to_cart,0.5
11,479,add_to_cart,0.5
12,493,add_to_cart,0.5
12,390,add_to_cart,0.5
12,304,add_to_cart,0.5
12,499,add_to_cart,0.5
12,141,view,0.1
12,351,purchase,1.0
12,332,view,0.1
13,228,view,0.1
13,172,view,0.1
13,330,purchase,1.0
13,262,view,0.1
13,154,purchase,1.0
13,55,view,0.1
13,276,view,0.1
13,490,add_to_cart,0.5
13,409,purchase,1.0
13,38,view,0.1
14,46,view,0.1
14,439,purchase,1.0
14,299,view,0.1
14,164,purchase,1.0
14,235,purchase,1.0
14,72,add_to_cart,0.5
14,497,add_to_cart,0.5
14,110,purchase,1.0
14,474,view,0.1
14,425,purchase,1.0
14,294,view,0.1
14,380,purchase,1.0
14,258,add_to_cart,0.5
14,14,purchase,1.0
14,153,add_to_cart,0.5
14,373,purchase,1.0
14,252,purchase,1.0
14,411,add_to_cart,0.5
15,110,view,0.1
15,75,view,0.1
15,140,purchase,1.0
15,293,view,0.1
15,496,purchase,1.0
15,89,add_to_cart,0.5
15,62,purchase,1.0
15,258,view,0.1
15,115,add_to_cart,0.5
16,357,add_to_cart,0.5
16,422,view,0.1
16,252,add_to_cart,0.5
16,107,view,0.1
16,41,add_to_cart,0.5
16,500,add_to_cart,0.5
16,450,purchase,1.0
16,292,view,0.1
17,359,view,0.1
17,288,add_to_cart,0.5
17,137,add_to_cart,0.5
17,313,add_to_cart,0.5
17,235,purchase,1.0
17,223,view,0.1
17,444,add_to_cart,0.5
17,428,add_to_cart,0.5
17,114,add_to_cart,0.5
17,388,add_to_cart,0.5
17,98,add_to_cart,0.5
17,222,view,0.1
17,248,purchase,1.0
17,39,purchase,1.0
17,427,add_to_cart,0.5
18,418,add_to_cart,0.5
18,19,add_to_cart,0.5
18,364,view,0.1
18,198,add_to_cart,0.5
18,359,purchase,1.0
18,36,view,0.1
18,129,view,0.1
18,192,add_to_cart,0.5
18,190,add_to_cart,0.5
18,467,add_to_cart,0.5
18,133,add_to_cart,0.5
18,109,purchase,1.0
18,454,add_to_cart,0.5
18,93,view,0.1
19,236,view,0.1
19,498,view,0.1
19,355,purchase,1.0
19,408,add_to_cart,0.5
19,45,add_to_cart,0.5
19,285,purchase,1.0
20,355,view,0.1
20,181,add_to_cart,0.5
20,101,view,0.1
20,260,view,0.1
20,105,view,0.1
20,275,purchase,1.0
20,366,view,0.1
20,156,view,0.1
20,308,view,0.1
21,343,view,0.1
21,422,view,0.1
21,441,add_to_cart,0.5
21,420,purchase,1.0
21,416,purchase,1.0
21,42,view,0.1
21,360,purchase,1.0
21,78,add_to_cart,0.5
21,34,view,0.1
21,83,purchase,1.0
21,207,purchase,1.0
21,297,purchase,1.0
21,357,view,0.1
21,187,add_to_cart,0.5
21,60,purchase,1.0
21,284,add_to_cart,0.5
21,264,purchase,1.0
21,218,add_to_cart,0.5
21,296,view,0.1
21,235,purchase,1.0
22,160,purchase,1.0
22,434,view,0.1
22,363,purchase,1.0
22,140,view,0.1
22,422,add_to_cart,0.5
22,196,purchase,1.0
22,476,view,0.1
22,407,purchase,1.0
22,418,add_to_cart,0.5
22,460,add_to_cart,0.5
22,457,view,0.1
22,473,purchase,1.0
22,212,view,0.1
22,311,add_to_cart,0.5
22,210,purchase,1.0
22,124,view,0.1
22,221,view,0.1
22,455,purchase,1.0
23,360,add_to_cart,0.5
23,412,view,0.1
23,83,view,0.1
23,98,view,0.1
23,215,add_to_cart,0.5
23,192,purchase,1.0
23,330,view,0.1
23,241,view,0.1
23,389,view,0.1
23,322,purchase,1.0
23,492,purchase,1.0
23,35,add_to_cart,0.5
23,154,purchase,1.0
23,145,add_to_cart,0.5
23,403,view,0.1
23,308,purchase,1.0
23,62,purchase,1.0
24,3,view,0.1
24,161,add_to_cart,0.5
24,341,add_to_cart,0.5
24,179,purchase,1.0
24,105,purchase,1.0
24,385,add_to_cart,0.5
24,362,add_to_cart,0.5
24,378,add_to_cart,0.5
24,136,view,0.1
24,318,purchase,1.0
24,462,view,0.1
24,203,view,0.1
25,121,view,0.1
25,414,add_to_cart,0.5
25,337,purchase,1.0
25,78,add_to_cart,0.5
25,113,view,0.1
25,350,view,0.1
25,43,add_to_cart,0.5
25,403,purchase,1.0
25,100,view,0.1
25,21,add_to_cart,0.5
26,333,purchase,1.0
26,479,purchase,1.0
26,96,purchase,1.0
26,414,purchase,1.0
26,44,purchase,1.0
26,135,add_to_cart,0.5
26,95,add_to_cart,0.5
26,131,add_to_cart,0.5
26,404,purchase,1.0
26,247,view,0.1
26,436,view,0.1
27,465,purchase,1.0
27,101,add_to_cart,0.5
28,30,view,0.1
28,338,add_to_cart,0.5
28,223,view,0.1
28,333,add_to_cart,0.5
29,484,purchase,1.0
29,334,add_to_cart,0.5
30,157,view,0.1
30,155,purchase,1.0
30,59,add_to_cart,0.5
30,429,view,0.1
30,470,purchase,1.0
30,35,purchase,1.0
30,80,view,0.1
30,206,view,0.1
30,432,view,0.1
30,393,view,0.1
30,252,add_to_cart,0.5
30,87,purchase,1.0
30,126,add_to_cart,0.5
30,261,view,0.1
30,23,purchase,1.0
30,306,add_to_cart,0.5
30,198,add_to_cart,0.5
31,141,view,0.1
31,492,purchase,1.0
31,196,add_to_cart,0.5
31,461,view,0.1
31,225,view,0.1
31,427,view,0.1
31,425,purchase,1.0
31,287,add_to_cart,0.5
31,49,purchase,1.0
31,436,add_to_cart,0.5
31,134,purchase,1.0
31,406,add_to_cart,0.5
31,384,add_to_cart,0.5
31,437,view,0.1
31,282,view,0.1
31,57,add_to_cart,0.5
32,334,view,0.1
32,246,add_to_cart,0.5
32,14,purchase,1.0
32,443,add_to_cart,0.5
32,378,view,0.1
32,432,add_to_cart,0.5
32,373,view,0.1
32,179,purchase,1.0
32,318,add_to_cart,0.5
32,484,view,0.1
32,19,purchase,1.0
32,68,view,0.1
32,193,purchase,1.0
32,453,purchase,1.0
33,10,purchase,1.0
33,470,purchase,1.0
33,492,purchase,1.0
33,75,purchase,1.0
33,100,view,0.1
33,8,view,0.1
33,231,view,0.1
33,484,purchase,1.0
33,153,add_to_cart,0.5
33,123,view,0.1
33,451,view,0.1
33,289,view,0.1
33,194,view,0.1
33,305,view,0.1
33,110,view,0.1
33,7,view,0.1
33,247,add_to_cart,0.5
33,314,view,0.1
34,411,purchase,1.0
34,28,purchase,1.0
34,97,purchase,1.0
34,62,purchase,1.0
34,173,view,0.1
34,387,view,0.1
34,154,add_to_cart,0.5
34,203,view,0.1
34,311,view,0.1
34,132,view,0.1
34,448,purchase,1.0
35,15,view,0.1
35,92,add_to_cart,0.5
35,370,view,0.1
35,114,add_to_cart,0.5
35,492,view,0.1
35,300,add_to_cart,0.5
35,390,add_to_cart,0.5
35,345,purchase,1.0
35,66,add_to_cart,0.5
35,436,view,0.1
35,278,view,0.1
35,121,view,0.1
35,467,view,0.1
35,378,view,0.1
35,161,view,0.1
36,388,purchase,1.0
36,264,purchase,1.0
36,119,view,0.1
36,63,view,0.1
36,395,add_to_cart,0.5
36,464,add_to_cart,0.5
36,241,view,0.1
36,457,add_to_cart,0.5
36,249,view,0.1
36,208,view,0.1
36,226,purchase,1.0
36,60,add_to_cart,0.5
36,335,view,0.1
36,104,add_to_cart,0.5
36,247,add_to_cart,0.5
36,163,view,0.1
36,5,add_to_cart,0.5
37,82,purchase,1.0
37,312,add_to_cart,0.5
37,34,purchase,1.0
37,96,add_to_cart,0.5
37,59,purchase,1.0
37,234,add_to_cart,0.5
37,333,view,0.1
37,216,view,0.1
37,249,add_to_cart,0.5
37,423,add_to_cart,0.5
37,389,add_to_cart,0.5
37,288,purchase,1.0
37,500,view,0.1
37,322,purchase,1.0
37,25,add_to_cart,0.5
37,235,purchase,1.0
37,401,add_to_cart,0.5
37,224,view,0.1
37,290,purchase,1.0
37,358,purchase,1.0
38,138,view,0.1
38,73,add_to_cart,0.5
38,196,view,0.1
38,449,view,0.1
38,178,view,0.1
38,335,purchase,1.0
38,382,view,0.1
38,54,purchase,1.0
38,325,view,0.1
38,367,view,0.1
38,37,view,0.1
39,212,purchase,1.0
40,180,add_to_cart,0.5
40,335,view,0.1
40,288,view,0.1
40,270,view,0.1
40,455,add_to_cart,0.5
40,487,add_to_cart,0.5
41,117,purchase,1.0
41,177,add_to_cart,0.5
41,325,purchase,1.0
41,173,view,0.1
41,440,add_to_cart,0.5
41,115,purchase,1.0
41,96,add_to_cart,0.5
42,111,purchase,1.0
42,416,purchase,1.0
42,376,view,0.1
42,221,add_to_cart,0.5
42,243,add_to_cart,0.5
42,39,add_to_cart,0.5
42,375,purchase,1.0
42,237,purchase,1.0
42,132,view,0.1
42,490,purchase,1.0
42,468,add_to_cart,0.5
42,239,purchase,1.0
42,496,purchase,1.0
42,102,purchase,1.0
42,193,view,0.1
42,491,purchase,1.0
43,495,add_to_cart,0.5
43,415,view,0.1
43,242,add_to_cart,0.5
43,467,add_to_cart,0.5
43,373,add_to_cart,0.5
43,349,add_to_cart,0.5
43,444,add_to_cart,0.5
43,153,add_to_cart,0.5
43,334,purchase,1.0
44,147,purchase,1.0
44,338,view,0.1
44,176,add_to_cart,0.5
44,241,add_to_cart,0.5
44,289,view,0.1
45,267,add_to_cart,0.5
45,182,view,0.1
45,130,add_to_cart,0.5
45,187,view,0.1
45,202,purchase,1.0
45,119,add_to_cart,0.5
45,146,add_to_cart,0.5
45,385,add_to_cart,0.5
45,24,add_to_cart,0.5
45,324,purchase,1.0
46,484,purchase,1.0
46,227,add_to_cart,0.5
46,11,view,0.1
47,49,add_to_cart,0.5
47,354,view,0.1
47,165,view,0.1
47,339,view,0.1
47,347,purchase,1.0
47,215,add_to_cart,0.5
47,409,view,0.1
47,173,view,0.1
47,350,view,0.1
47,93,add_to_cart,0.5
47,284,view,0.1
47,427,purchase,1.0
47,148,view,0.1
47,317,purchase,1.0
47,299,purchase,1.0
47,5,view,0.1
48,215,add_to_cart,0.5
48,272,add_to_cart,0.5
48,184,view,0.1
48,163,view,0.1
49,186,purchase,1.0
49,242,add_to_cart,0.5
49,319,purchase,1.0
49,145,purchase,1.0
49,388,purchase,1.0
50,358,add_to_cart,0.5
50,14,add_to_cart,0.5
50,361,purchase,1.0
50,12,purchase,1.0
50,390,view,0.1
50,109,view,0.1
50,432,view,0.1
50,81,view,0.1
50,491,purchase,1.0
50,31,view,0.1
50,53,purchase,1.0
50,381,add_to_cart,0.5
50,426,purchase,1.0
50,226,view,0.1
50,164,view,0.1
50,49,view,0.1
50,95,purchase,1.0
50,273,view,0.1
50,490,purchase,1.0
50,304,add_to_cart,0.5
51,399,add_to_cart,0.5
51,313,purchase,1.0
51,24,view,0.1
52,418,view,0.1
52,241,purchase,1.0
52,326,purchase,1.0
52,142,add_to_cart,0.5
52,490,add_to_cart,0.5
52,298,view,0.1
52,312,purchase,1.0
52,184,view,0.1
52,280,view,0.1
52,144,add_to_cart,0.5
52,91,view,0.1
52,322,view,0.1
53,381,view,0.1
53,18,add_to_cart,0.5
53,73,view,0.1
53,308,add_to_cart,0.5
53,429,view,0.1
53,233,view,0.1
53,479,purchase,1.0
54,58,view,0.1
54,423,purchase,1.0
54,335,purchase,1.0
54,171,purchase,1.0
54,350,purchase,1.0
54,237,view,0.1
54,407,add_to_cart,0.5
54,263,add_to_cart,0.5
54,144,purchase,1.0
54,233,add_to_cart,0.5
54,72,view,0.1
54,279,purchase,1.0
54,20,purchase,1.0
54,86,add_to_cart,0.5
54,132,view,0.1
54,274,view,0.1
55,185,add_to_cart,0.5
55,259,purchase,1.0
55,118,view,0.1
55,407,view,0.1
56,259,view,0.1
56,84,view,0.1
56,150,purchase,1.0
56,207,purchase,1.0
56,301,add_to_cart,0.5
56,430,add_to_cart,0.5
56,273,purchase,1.0
56,190,add_to_cart,0.5
56,189,view,0.1
57,420,purchase,1.0
57,317,view,0.1
57,401,purchase,1.0
57,349,purchase,1.0
57,3,purchase,1.0
57,345,purchase,1.0
57,138,purchase,1.0
57,443,view,0.1
57,474,add_to_cart,0.5
57,356,purchase,1.0
57,365,view,0.1
57,30,view,0.1
58,304,add_to_cart,0.5
58,15,purchase,1.0
58,12,add_to_cart,0.5
58,395,view,0.1
58,344,purchase,1.0
58,99,add_to_cart,0.5
58,69,add_to_cart,0.5
58,371,view,0.1
58,398,view,0.1
58,28,view,0.1
58,18,purchase,1.0
58,417,add_to_cart,0.5
59,338,view,0.1
59,491,purchase,1.0
59,269,view,0.1
59,119,add_to_cart,0.5
59,70,add_to_cart,0.5
59,352,add_to_cart,0.5
59,130,purchase,1.0
60,99,purchase,1.0
60,25,view,0.1
60,217,view,0.1
60,293,view,0.1
60,296,purchase,1.0
60,198,purchase,1.0
60,358,view,0.1
60,460,view,0.1
60,261,add_to_cart,0.5
60,219,add_to_cart,0.5
60,344,purchase,1.0
60,472,view,0.1
60,352,view,0.1
61,199,view,0.1
61,51,view,0.1
61,44,add_to_cart,0.5
61,481,add_to_cart,0.5
61,231,purchase,1.0
61,402,add_to_cart,0.5
61,277,add_to_cart,0.5
61,65,view,0.1
61,166,purchase,1.0
61,397,add_to_cart,0.5
61,222,view,0.1
61,225,view,0.1
61,35,view,0.1
61,440,purchase,1.0
61,104,purchase,1.0
61,286,view,0.1
61,178,purchase,1.0
61,39,purchase,1.0
61,189,add_to_cart,0.5
62,1,purchase,1.0
62,131,view,0.1
62,221,view,0.1
62,421,view,0.1
63,267,add_to_cart,0.5
63,115,view,0.1
63,432,add_to_cart,0.5
63,269,add_to_cart,0.5
63,230,add_to_cart,0.5
63,314,purchase,1.0
63,132,purchase,1.0
64,437,purchase,1.0
64,418,add_to_cart,0.5
65,149,purchase,1.0
65,459,purchase,1.0
65,169,purchase,1.0
65,18,view,0.1
65,489,add_to_cart,0.5
65,428,purchase,1.0
65,470,purchase,1.0
66,265,purchase,1.0
66,421,add_to_cart,0.5
66,234,view,0.1
66,53,view,0.1
66,297,view,0.1
66,255,purchase,1.0
66,172,view,0.1
67,352,view,0.1
67,93,purchase,1.0
67,477,view,0.1
67,349,view,0.1
67,242,add_to_cart,0.5
67,204,add_to_cart,0.5
67,201,add_to_cart,0.5
67,397,purchase,1.0
67,459,purchase,1.0
67,272,purchase,1.0
67,234,view,0.1
67,381,purchase,1.0
67,324,add_to_cart,0.5
67,160,view,0.1
67,496,add_to_cart,0.5
67,286,add_to_cart,0.5
67,56,purchase,1.0
67,467,view,0.1
68,38,view,0.1
68,273,view,0.1
68,142,view,0.1
68,278,add_to_cart,0.5
68,439,purchase,1.0
68,30,view,0.1
68,281,add_to_cart,0.5
68,194,add_to_cart,0.5
68,359,add_to_cart,0.5
69,420,view,0.1
69,356,purchase,1.0
69,274,view,0.1
69,224,purchase,1.0
69,18,purchase,1.0
69,206,view,0.1
70,379,add_to_cart,0.5
70,148,add_to_cart,0.5
70,211,view,0.1
70,153,add_to_cart,0.5
70,274,purchase,1.0
70,4,purchase,1.0
70,498,purchase,1.0
70,294,add_to_cart,0.5
70,34,purchase,1.0
70,489,view,0.1
70,1,add_to_cart,0.5
70,167,view,0.1
70,219,add_to_cart,0.5
70,345,add_to_cart,0.5
70,155,purchase,1.0
70,330,view,0.1
70,277,purchase,1.0
70,15,purchase,1.0
71,204,add_to_cart,0.5
71,351,view,0.1
71,363,purchase,1.0
71,446,view,0.1
71,218,add_to_cart,0.5
71,452,purchase,1.0
71,376,view,0.1
71,500,view,0.1
71,397,purchase,1.0
71,19,add_to_cart,0.5
71,475,view,0.1
72,380,add_to_cart,0.5
72,311,add_to_cart,0.5
72,15,add_to_cart,0.5
72,91,view,0.1
72,333,view,0.1
73,435,view,0.1
73,71,view,0.1
73,19,purchase,1.0
73,213,purchase,1.0
73,72,add_to_cart,0.5
73,98,view,0.1
73,131,purchase,1.0
73,163,view,0.1
74,203,purchase,1.0
74,453,purchase,1.0
74,353,purchase,1.0
74,379,view,0.1
74,8,purchase,1.0
74,21,purchase,1.0
74,170,add_to_cart,0.5
74,141,purchase,1.0
74,449,view,0.1
74,322,add_to_cart,0.5
74,245,add_to_cart,0.5
74,57,add_to_cart,0.5
74,380,view,0.1
74,129,purchase,1.0
75,191,add_to_cart,0.5
75,337,purchase,1.0
75,190,add_to_cart,0.5
75,213,view,0.1
75,320,view,0.1
75,440,add_to_cart,0.5
75,278,purchase,1.0
75,16,purchase,1.0
75,369,purchase,1.0
75,19,view,0.1
75,222,add_to_cart,0.5
75,159,purchase,1.0
75,121,add_to_cart,0.5
76,148,view,0.1
76,157,view,0.1
76,144,add_to_cart,0.5
76,468,add_to_cart,0.5
76,496,add_to_cart,0.5
76,189,add_to_cart,0.5
76,364,view,0.1
76,391,add_to_cart,0.5
76,377,add_to_cart,0.5
76,398,view,0.1
76,485,view,0.1
76,310,add_to_cart,0.5
76,386,purchase,1.0
76,315,add_to_cart,0.5
77,71,add_to_cart,0.5
77,491,view,0.1
78,162,add_to_cart,0.5
78,333,purchase,1.0
79,101,view,0.1
80,364,purchase,1.0
80,184,view,0.1
80,299,view,0.1
80,219,view,0.1
80,280,add_to_cart,0.5
81,399,view,0.1
81,61,view,0.1
81,269,purchase,1.0
82,63,add_to_cart,0.5
82,246,add_to_cart,0.5
82,222,add_to_cart,0.5
82,239,view,0.1
82,233,add_to_cart,0.5
82,207,add_to_cart,0.5
82,32,view,0.1
82,168,add_to_cart,0.5
82,268,purchase,1.0
82,308,view,0.1
82,376,add_to_cart,0.5
82,58,purchase,1.0
82,165,view,0.1
82,474,view,0.1
82,149,add_to_cart,0.5
82,141,purchase,1.0
82,363,add_to_cart,0.5
82,491,add_to_cart,0.5
82,26,add_to_cart,0.5
82,11,purchase,1.0
83,128,add_to_cart,0.5
83,457,purchase,1.0
83,115,purchase,1.0
83,270,add_to_cart,0.5
83,201,view,0.1
83,31,purchase,1.0
83,26,view,0.1
83,484,purchase,1.0
84,486,view,0.1
84,71,add_to_cart,0.5
84,23,purchase,1.0
84,53,add_to_cart,0.5
84,38,view,0.1
84,193,view,0.1
84,35,purchase,1.0
84,406,add_to_cart,0.5
84,290,view,0.1
84,275,add_to_cart,0.5
84,26,add_to_cart,0.5
84,352,view,0.1
84,392,add_to_cart,0.5
84,405,add_to_cart,0.5
84,109,add_to_cart,0.5
85,105,add_to_cart,0.5
85,364,purchase,1.0
85,29,purchase,1.0
86,271,purchase,1.0
86,138,add_to_cart,0.5
86,374,view,0.1
86,311,view,0.1
86,449,view,0.1
86,111,view,0.1
86,97,view,0.1
86,31,purchase,1.0
86,493,add_to_cart,0.5
86,135,add_to_cart,0.5
86,316,purchase,1.0
86,390,purchase,1.0
86,193,purchase,1.0
86,112,add_to_cart,0.5
86,181,view,0.1
87,474,view,0.1
87,23,add_to_cart,0.5
87,237,view,0.1
87,234,add_to_cart,0.5
87,40,purchase,1.0
87,407,add_to_cart,0.5
88,186,purchase,1.0
88,359,add_to_cart,0.5
88,321,add_to_cart,0.5
88,62,add_to_cart,0.5
88,390,add_to_cart,0.5
89,274,view,0.1
89,241,purchase,1.0
89,392,add_to_cart,0.5
89,459,add_to_cart,0.5
89,289,add_to_cart,0.5
89,272,view,0.1
89,6,view,0.1
89,314,view,0.1
89,304,view,0.1
89,131,view,0.1
89,50,view,0.1
89,54,add_to_cart,0.5
89,59,view,0.1
89,290,purchase,1.0
90,246,purchase,1.0
90,53,purchase,1.0
90,449,purchase,1.0
90,95,purchase,1.0
90,175,add_to_cart,0.5
90,259,purchase,1.0
90,179,purchase,1.0
90,71,purchase,1.0
90,454,view,0.1
90,351,view,0.1
90,320,purchase,1.0
91,384,view,0.1
92,479,purchase,1.0
92,403,purchase,1.0
92,354,purchase,1.0
92,82,add_to_cart,0.5
92,182,view,0.1
92,373,add_to_cart,0.5
92,169,add_to_cart,0.5
92,105,view,0.1
92,401,purchase,1.0
92,360,purchase,1.0
92,121,view,0.1
92,300,purchase,1.0
92,236,add_to_cart,0.5
92,119,purchase,1.0
92,408,view,0.1
92,134,add_to_cart,0.5
93,454,purchase,1.0
93,154,purchase,1.0
93,272,add_to_cart,0.5
93,50,view,0.1
93,111,purchase,1.0
93,81,add_to_cart,0.5
93,231,view,0.1
93,297,view,0.1
93,135,view,0.1
93,138,purchase,1.0
93,153,purchase,1.0
93,110,view,0.1
93,229,view,0.1
93,97,add_to_cart,0.5
93,486,view,0.1
94,454,add_to_cart,0.5
94,276,add_to_cart,0.5
94,54,purchase,1.0
94,461,add_to_cart,0.5
94,443,view,0.1
94,79,view,0.1
94,132,purchase,1.0
94,327,purchase,1.0
94,197,view,0.1
94,24,view,0.1
94,374,purchase,1.0
94,11,purchase,1.0
94,386,purchase,1.0
94,217,add_to_cart,0.5
95,172,view,0.1
96,467,view,0.1
96,59,purchase,1.0
96,184,add_to_cart,0.5
96,71,add_to_cart,0.5
96,60,add_to_cart,0.5
96,488,purchase,1.0
96,208,view,0.1
96,24,view,0.1
96,3,add_to_cart,0.5
96,277,view,0.1
96,188,view,0.1
96,385,add_to_cart,0.5
97,161,purchase,1.0
97,37,purchase,1.0
97,376,view,0.1
97,154,add_to_cart,0.5
97,372,purchase,1.0
97,265,purchase,1.0
97,266,purchase,1.0
97,178,purchase,1.0
98,78,add_to_cart,0.5
98,264,add_to_cart,0.5
98,73,purchase,1.0
98,268,purchase,1.0
98,156,view,0.1
98,112,purchase,1.0
98,336,view,0.1
98,175,purchase,1.0
98,5,purchase,1.0
98,408,view,0.1
98,101,add_to_cart,0.5
98,120,purchase,1.0
98,328,purchase,1.0
98,239,purchase,1.0
98,385,view,0.1
98,443,add_to_cart,0.5
98,376,view,0.1
98,478,add_to_cart,0.5
98,94,purchase,1.0
98,332,add_to_cart,0.5
99,293,view,0.1
99,76,add_to_cart,0.5
99,482,add_to_cart,0.5
99,486,add_to_cart,0.5
99,165,view,0.1
99,114,add_to_cart,0.5
99,136,add_to_cart,0.5
100,223,view,0.1
100,276,add_to_cart,0.5
100,84,purchase,1.0
100,202,add_to_cart,0.5
100,298,add_to_cart,0.5
100,360,purchase,1.0
100,429,view,0.1
100,235,add_to_cart,0.5
100,70,view,0.1
100,122,view,0.1
100,81,purchase,1.0
100,119,purchase,1.0
100,365,view,0.1
100,194,add_to_cart,0.5
101,46,add_to_cart,0.5
101,169,add_to_cart,0.5
101,378,view,0.1
101,303,add_to_cart,0.5
101,404,view,0.1
102,392,purchase,1.0
102,269,view,0.1
102,471,view,0.1
102,460,purchase,1.0
102,318,add_to_cart,0.5
102,324,view,0.1
102,356,view,0.1
102,374,purchase,1.0
102,270,purchase,1.0
102,485,view,0.1
102,118,add_to_cart,0.5
102,434,view,0.1
102,52,add_to_cart,0.5
102,264,view,0.1
102,79,add_to_cart,0.5
102,396,add_to_cart,0.5
102,203,add_to_cart,0.5
102,438,view,0.1
102,275,purchase,1.0
103,237,view,0.1
103,101,purchase,1.0
103,264,add_to_cart,0.5
103,67,add_to_cart,0.5
103,240,add_to_cart,0.5
103,122,add_to_cart,0.5
103,371,add_to_cart,0.5
103,175,add_to_cart,0.5
103,461,view,0.1
103,235,purchase,1.0
103,376,view,0.1
103,151,purchase,1.0
103,212,view,0.1
103,102,view,0.1
104,60,view,0.1
104,313,purchase,1.0
104,467,purchase,1.0
104,398,purchase,1.0
104,48,view,0.1
104,487,purchase,1.0
104,21,view,0.1
105,157,add_to_cart,0.5
105,203,view,0.1
105,345,view,0.1
105,486,purchase,1.0
105,115,purchase,1.0
105,463,add_to_cart,0.5
105,25,view,0.1
105,207,view,0.1
105,362,purchase,1.0
105,438,add_to_cart,0.5
105,196,purchase,1.0
105,106,purchase,1.0
105,95,add_to_cart,0.5
105,51,view,0.1
105,192,add_to_cart,0.5
105,388,purchase,1.0
105,48,view,0.1
105,468,add_to_cart,0.5
106,260,view,0.1
106,238,view,0.1
106,347,add_to_cart,0.5
106,90,add_to_cart,0.5
106,19,purchase,1.0
106,248,view,0.1
106,38,add_to_cart,0.5
106,275,view,0.1
106,297,view,0.1
106,361,view,0.1
106,8,add_to_cart,0.5
106,395,view,0.1
106,383,view,0.1
106,18,add_to_cart,0.5
106,113,purchase,1.0
107,362,add_to_cart,0.5
107,485,purchase,1.0
107,88,add_to_cart,0.5
107,157,add_to_cart,0.5
107,220,view,0.1
107,289,purchase,1.0
107,487,purchase,1.0
108,453,purchase,1.0
